model,train_accuracy,val_accuracy,val_f1,val_precision,val_recall
random_forest,0.984993178717599,0.9836734693877551,0.983480013651476,0.984586918690631,0.9836734693877551
svm,0.2305593451568895,0.23265306122448978,0.08782267874037032,0.054127446897126195,0.23265306122448978
